,addresses,build_status,category,flat_type,importance,latitude,lease_type,longitude,prices,sale_dates,subcategory
43,"Flat 11 Downham Wharf, 28 Hertford Road, London, N1 5QT",Non-Newbuild,,Flat,,,Leasehold,,490000.0,2018-09-21,
44,"19d Claverton Street, London, SW1V 3AY",Non-Newbuild,highway,Flat,0.51,51.4863638,Leasehold,-0.1377436,480000.0,2018-09-21,tertiary
45,"Flat 23a Wetherby Mansions Earls Court Square, London, SW5 9BH",Non-Newbuild,,Flat,,,Leasehold,,850000.0,2018-09-21,
46,"47 College Road, London, NW10 5EL",Non-Newbuild,building,Terraced,0.621,51.5319981,Freehold,-0.225845161307,990000.0,2018-09-21,yes
47,"Flat 13 Witham Court Thant Close, London, E10 5PJ",Non-Newbuild,,Flat,,,Leasehold,,230000.0,2018-09-21,
48,"25 Amherst Avenue, London, W13 8NQ",Non-Newbuild,highway,Semi Detached,0.52,51.5174217,Freehold,-0.3142334,1726000.0,2018-09-21,residential
49,"Flat 5 8 Warminster Road, London, SE25 4DZ",Non-Newbuild,highway,Flat,0.61,51.4055955,Leasehold,-0.073615,125000.0,2018-09-21,residential
50,"Ground Floor Flat 1 Colby Road, London, SE19 1HA",Non-Newbuild,,Flat,,,Leasehold,,350000.0,2018-09-21,
51,"39 Exbury Road, London, SE6 4NB",Non-Newbuild,highway,Semi Detached,0.51,51.4385882,Leasehold,-0.0300239,548500.0,2018-09-21,residential
52,"121 Ossulton Way, London, N2 0JS",Non-Newbuild,highway,Flat,0.51,51.5857298,Leasehold,-0.1808624,435000.0,2018-09-21,tertiary
53,"15c Wilson Road, London, SE5 8PB",Non-Newbuild,place,Flat,0.301,41.3982628588,Leasehold,-72.1092950009,320000.0,2018-09-21,house
54,"2 Barnfield Close, London, SW17 0AU",Non-Newbuild,highway,Flat,0.61,51.4348981,Leasehold,-0.1814536,400000.0,2018-09-21,residential
55,"Lower Maisonette 23 Hansler Road, East Dulwich, London, SE22 9DJ",Non-Newbuild,,Flat,,,Leasehold,,412000.0,2018-09-21,
56,"Flat B 18 Valmar Road, London, SE5 9NG",Non-Newbuild,,Flat,,,Leasehold,,430000.0,2018-09-21,
57,"4 Second Avenue, London, SW14 8QE",Non-Newbuild,building,Terraced,0.421,51.5304788,Freehold,0.157042300234,1375000.0,2018-09-21,yes
58,"Apartment 2 39 Jeffreys Road, London, SW4 6QU",Non-Newbuild,,Flat,,,Leasehold,,458750.0,2018-09-21,
59,"Flat 15 101 Garratt Lane, London, SW18 4GZ",Non-Newbuild,,Flat,,,Leasehold,,540000.0,2018-09-21,
60,"Apartment 109 Warwick Building, 366 Queenstown Road, London, SW11 8NL",Non-Newbuild,,Flat,,,Leasehold,,720000.0,2018-09-21,
61,"39 Foxley Road, London, SW9 6EX",Non-Newbuild,highway,Detached,0.52,51.4802687,Freehold,-0.1083606,800000.0,2018-09-21,tertiary
62,"8 Mercator Road, London, SE13 5EN",Non-Newbuild,highway,Flat,0.51,51.4607198,Leasehold,-0.003689,245000.0,2018-09-21,residential
63,"71 Nile Street, London, N1 7RD",Non-Newbuild,amenity,,0.621,51.529413,Freehold,-0.0879324,1847706.0,2018-09-21,pub
64,"13b Mayflower Road, London, SW9 9JY",Non-Newbuild,highway,Flat,0.51,51.4676598,Leasehold,-0.1266287,494000.0,2018-09-21,residential
65,"Flat 4 26 Harcourt Terrace, London, SW10 9JR",Non-Newbuild,highway,Flat,0.51,51.4872208,Leasehold,-0.1861801,1300000.0,2018-09-21,residential
66,"Apartment 1602 3 Tidal Basin Road, London, E16 1UX",Non-Newbuild,,Flat,,,Leasehold,,586000.0,2018-09-21,
67,"7 Hoppers Road, London, N21 3LN",Non-Newbuild,highway,Detached,0.51,51.6327064,Freehold,-0.1027908,1125000.0,2018-09-21,tertiary
68,"13 Herndon Road, London, SW18 2DQ",Non-Newbuild,highway,Flat,0.51,51.457195,Leasehold,-0.1871623,515000.0,2018-09-21,residential
69,"2 Elm Street, London, WC1X 0BL",Non-Newbuild,place,,0.421,42.9797486,Leasehold,-81.2076701,5000.0,2018-09-21,house
70,"40a Gurdon Road, London, SE7 7RW",Non-Newbuild,highway,Terraced,0.51,51.4857758,Freehold,0.022448,570000.0,2018-09-21,residential
71,"144 Humber Road, London, SE3 7LY",Non-Newbuild,highway,Semi Detached,0.51,51.4832281,Freehold,0.0143164,1600000.0,2018-09-21,residential
72,"Flat 65 Cherry Court Pitt Crescent, London, SW19 8HT",Non-Newbuild,,Flat,,,Leasehold,,345000.0,2018-09-21,
73,"14 Meadowbank Road, London, NW9 8LH",Non-Newbuild,highway,Terraced,0.61,51.5761882,Freehold,-0.2597096,515000.0,2018-09-20,residential
74,"Flat 501 Hampton Apartments Duke Of Wellington Avenue, London, SE18 6NX",Non-Newbuild,,Flat,,,Leasehold,,585000.0,2018-09-20,
75,"49 Lavender Sweep, London, SW11 1DY",Non-Newbuild,highway,Terraced,0.61,51.4639911,Freehold,-0.1647363,1105000.0,2018-09-20,residential
76,"12 Britannia Close, London, SW4 7NN",Non-Newbuild,highway,Terraced,0.51,51.4598591,Freehold,-0.1322866,700000.0,2018-09-20,residential
77,"7 Salop Road, London, E17 7HS",Non-Newbuild,,Terraced,,,Freehold,,594000.0,2018-09-20,
78,"297a Glyn Road, London, E5 0JP",Non-Newbuild,highway,Flat,0.52,51.5563471,Leasehold,-0.0430312,250000.0,2018-09-20,residential
79,"17 Foster Road, London, W4 4NY",Non-Newbuild,place,Semi Detached,0.411,41.3752243546,Freehold,-72.1590186471,2100000.0,2018-09-20,house
80,"13a Moresby Road, London, E5 9LE",Non-Newbuild,highway,Terraced,0.51,51.5670496,Leasehold,-0.0567479,525000.0,2018-09-20,residential
81,"68 Westfield Road, London, W13 9JA",Non-Newbuild,highway,Terraced,0.51,51.5084213,Freehold,-0.3230353,755000.0,2018-09-20,residential
82,"54 Raymond Road, London, E13 0SW",Non-Newbuild,highway,Terraced,0.51,51.5366203,Freehold,0.0337341,350000.0,2018-09-20,residential
83,"Flat 6 Chiltern Place, 66 Chiltern Street, London, W1U 4EJ",Newbuild,,Flat,,,Leasehold,,4700000.0,2018-09-20,
84,"Flat 5 Tickford House, 9 Casey Close, London, NW8 8TY",Non-Newbuild,,Flat,,,Leasehold,,332619.0,2018-09-20,
85,"65 Samson Street, London, E13 9EJ",Non-Newbuild,,Terraced,,,Freehold,,357000.0,2018-09-20,
86,"50 Wrexham Road, London, E3 2TJ",Non-Newbuild,place,Flat,0.531,51.5306545806,Freehold,-0.0185508516129,780000.0,2018-09-20,house
87,"Flat 127 Royal Langford Apartments, 2 Greville Road, London, NW6 5HT",Non-Newbuild,,Flat,,,Leasehold,,427000.0,2018-09-20,
88,"Ground Floor Shop 23 The Broadway, London, N14 6PH",Non-Newbuild,,,,,Leasehold,,5000.0,2018-09-20,
89,"Flat 156 29 Abercorn Place, St Johns Wood, London, NW8 9DU",Non-Newbuild,,Flat,,,Leasehold,,348000.0,2018-09-20,
90,"39 Lyric Road, London, SW13 9QA",Non-Newbuild,highway,Flat,0.61,51.4748432,Leasehold,-0.249411,680000.0,2018-09-20,residential
91,"11 Dundonald Road, London, NW10 3HP",Non-Newbuild,building,Semi Detached,0.621,51.5372957,Freehold,-0.217896539168,1850000.0,2018-09-20,yes
92,"Second Floor Flat 270 Earlsfield Road, London, SW18 3DY",Non-Newbuild,,Flat,,,Leasehold,,538000.0,2018-09-20,
93,"Flat 1 Sir Walter Raleigh Court, 48 Banning Street, London, SE10 0FD",Non-Newbuild,,Flat,,,Leasehold,,162500.0,2018-09-20,
94,"20 Deerdale Road, London, SE24 0AW",Non-Newbuild,highway,Flat,0.61,51.4621463,Leasehold,-0.099226,527500.0,2018-09-20,residential
95,"6 Melbourne Road, London, SW19 3BA",Non-Newbuild,place,Terraced,0.421,51.5724843222,Freehold,-0.0166140666667,700000.0,2018-09-20,house
96,"62 Clarence Road, London, SW19 8QE",Non-Newbuild,place,Terraced,0.421,51.5951249357,Freehold,-0.0381614214286,950000.0,2018-09-20,house
97,"14 Ormesby Close, London, SE28 8NA",Non-Newbuild,highway,Terraced,0.61,51.5077926,Freehold,0.1267814,290000.0,2018-09-20,residential
98,"23 Broadhinton Road, London, SW4 0LT",Non-Newbuild,highway,Terraced,0.51,51.4664008,Freehold,-0.1459576,1600000.0,2018-09-20,residential
99,"Flat 10 Buchanan House, 7 Troubridge Square, London, E17 3GS",Newbuild,,Flat,,,Leasehold,,373500.0,2018-09-19,
100,"117 Leslie Road, East Finchley, London, N2 8BH",Non-Newbuild,highway,Flat,0.62,51.5931234,Leasehold,-0.169714,556000.0,2018-09-19,residential
101,"38a Foxley Road, London, SW9 6ES",Non-Newbuild,highway,Flat,0.52,51.4802687,Leasehold,-0.1083606,570000.0,2018-09-19,tertiary
102,"20 Sheen Gate Gardens, London, SW14 7NY",Non-Newbuild,highway,Terraced,0.62,51.4631919,Freehold,-0.2692092,792500.0,2018-09-19,residential
103,"67 Felhampton Road, London, SE9 3NT",Non-Newbuild,highway,Semi Detached,0.61,51.4333161,Freehold,0.0652884,515000.0,2018-09-19,residential
104,"Flat 5 Belvoir Lodge, 59 Underhill Road, London, SE22 0QX",Non-Newbuild,,Flat,,,Leasehold,,318000.0,2018-09-19,
105,"7 Maitland Road, London, SE26 5NN",Non-Newbuild,highway,Terraced,0.61,51.4197923,Freehold,-0.0510817,690000.0,2018-09-19,residential
106,"35 Clavering Avenue, London, SW13 8DX",Non-Newbuild,highway,Terraced,0.61,51.4861474,Freehold,-0.2310689,1510000.0,2018-09-19,residential
107,"34 Leyborne Avenue, London, W13 9RA",Non-Newbuild,highway,Terraced,0.51,51.5043815,Freehold,-0.3145557,815000.0,2018-09-19,residential
108,"Flat 1 Allison Court, 43 Parkhill Road, London, NW3 2YD",Non-Newbuild,,Flat,,,Leasehold,,800000.0,2018-09-19,
109,"Flat 106 Russell Court Woburn Place, London, WC1H 0LP",Non-Newbuild,,Flat,,,Leasehold,,330000.0,2018-09-19,
110,"18 The Green, London, W3 7PQ",Non-Newbuild,highway,Semi Detached,0.61,51.5181491,Freehold,-0.2520984,400000.0,2018-09-19,residential
111,"Second And Attic Floor Flat 7 Highwood Road, London, N19 4PN",Non-Newbuild,,Flat,,,Leasehold,,744000.0,2018-09-19,
112,"Flat 22 Stourhead House, 79 Tachbrook Street, London, SW1V 2QE",Non-Newbuild,,Flat,,,Leasehold,,825000.0,2018-09-19,
113,"36 Starboard Way, London, E16 2PF",Non-Newbuild,,Terraced,,,Leasehold,,850000.0,2018-09-19,
114,"94 Gellatly Road, London, SE14 5TT",Non-Newbuild,highway,Terraced,0.61,51.467521,Freehold,-0.0496296,740000.0,2018-09-19,secondary
115,"290 High Road Leytonstone, London, E11 3HS",Non-Newbuild,,Flat,,,Leasehold,,270000.0,2018-09-19,
116,"Flat 6 Bridge Court, 13 Newport Avenue, London, E14 2DS",Non-Newbuild,,Flat,,,Leasehold,,450000.0,2018-09-19,
117,"Flat 1 27 Fairbridge Road, London, N19 3EW",Non-Newbuild,highway,Flat,0.61,51.5664383,Leasehold,-0.1266358,750000.0,2018-09-19,residential
118,"Flat 98 Ability Place, 37 Millharbour, London, E14 9HW",Non-Newbuild,,Flat,,,Leasehold,,376000.0,2018-09-19,
119,"Flat 50 Kathleen Godfree Court, 80 Queens Road, London, SW19 8LB",Non-Newbuild,,Flat,,,Leasehold,,225000.0,2018-09-19,
120,"11 Fuller Close, London, E2 6DX",Non-Newbuild,highway,Flat,0.41,51.357263,Leasehold,0.0938378,490000.0,2018-09-19,residential
121,"Flat 17 Cliftonville Court, 143 Burnt Ash Hill, London, SE12 0AN",Non-Newbuild,,Flat,,,Leasehold,,285000.0,2018-09-19,
122,"72 Eleanor Road, London, E8 1DN",Non-Newbuild,highway,Terraced,0.61,51.5444838,Freehold,-0.0602196,1300000.0,2018-09-18,residential
123,"Flat 11 Edgar House Wyvil Road, London, SW8 2SS",Non-Newbuild,,Flat,,,Leasehold,,435000.0,2018-09-18,
124,"6 Princethorpe Road, London, SE26 4PF",Non-Newbuild,highway,Terraced,0.71,51.4284636,Freehold,-0.0489982,775000.0,2018-09-18,residential
125,"19 Upwood Road, London, SW16 5RB",Non-Newbuild,highway,Terraced,0.61,51.4104175,Freehold,-0.1269411,450000.0,2018-09-18,residential
126,"31 Chivers Road, London, E4 9TD",Non-Newbuild,highway,Terraced,0.52,51.6182234,Freehold,-0.0107052,325000.0,2018-09-18,residential
127,"38 Lammas Green, London, SE26 6LT",Non-Newbuild,highway,Terraced,0.61,51.4355005,Freehold,-0.0649534,617000.0,2018-09-18,residential
128,"Flat 141 The Oxygen, 18 Western Gateway, London, E16 1BQ",Non-Newbuild,,Flat,,,Leasehold,,710000.0,2018-09-18,
129,"3b Laurel Road, London, SW20 0PP",Non-Newbuild,place,Terraced,0.301,41.3245014007,Freehold,-72.0629397942,727500.0,2018-09-18,house
130,"204 Colchester Road, Leyton, London, E10 6HQ",Non-Newbuild,highway,Terraced,0.63,51.5732123,Freehold,-0.0042404,200000.0,2018-09-18,residential
131,"46 Anhalt Road, London, SW11 4NX",Non-Newbuild,highway,Terraced,0.51,51.4803265,Freehold,-0.1667607,2575000.0,2018-09-18,residential
132,"Flat 1 32 Manor View, London, N3 2SS",Non-Newbuild,highway,Flat,0.51,51.5969736,Leasehold,-0.1872666,493000.0,2018-09-18,tertiary
133,"39 Chester Close North, London, NW1 4JE",Non-Newbuild,highway,Terraced,0.685,51.5292838,Leasehold,-0.1447901,2450000.0,2018-09-18,service
134,"Flat 302 Waterloo Gardens Milner Square, London, N1 1TY",Non-Newbuild,,Flat,,,Leasehold,,492500.0,2018-09-18,
135,"101 Norman Road, London, E11 4RJ",Non-Newbuild,,Terraced,,,Freehold,,433000.0,2018-09-18,
136,"Flat 8 Buchanan House, 7 Troubridge Square, London, E17 3GS",Newbuild,,Flat,,,Leasehold,,517500.0,2018-09-18,
137,"Flat 363 Russell Court Woburn Place, London, WC1H 0NH",Non-Newbuild,,Flat,,,Leasehold,,330000.0,2018-09-18,
138,"74 Cadogan Place, London, SW1X 9RP",Non-Newbuild,highway,Detached,0.61,51.4947206,Freehold,-0.1570106,6800000.0,2018-09-18,residential
139,"18 De Walden Street, London, W1G 8RN",Non-Newbuild,place,Flat,0.621,51.5191499,Leasehold,-0.1502837,1550000.0,2018-09-18,house
140,"30 Sandhurst Road, London, N9 8AY",Non-Newbuild,highway,Flat,0.61,51.6387059,Leasehold,-0.0419334,273000.0,2018-09-18,residential
141,"Flat 83 St Johns Wood Court St Johns Wood Road, London, NW8 8QS",Non-Newbuild,,Flat,,,Leasehold,,905000.0,2018-09-18,
142,"12 Harlow Road, London, N13 5QT",Non-Newbuild,highway,Terraced,0.61,51.6232639,Freehold,-0.0859317,487500.0,2018-09-18,residential
143,"167 Landells Road, East Dulwich, London, SE22 9PL",Non-Newbuild,building,Terraced,0.721,51.4532511,Freehold,-0.0717479325754,750000.0,2018-09-18,yes
144,"79 Walfield Avenue, London, N20 9PS",Non-Newbuild,building,Semi Detached,0.621,51.63984375,Freehold,-0.181075278846,665000.0,2018-09-18,yes
145,"Flat 22 Peters Court Porchester Road, London, W2 5DR",Non-Newbuild,,Flat,,,Leasehold,,505000.0,2018-09-18,
146,"Flat 307 7 High Holborn, London, WC1V 6DR",Non-Newbuild,,Flat,,,Leasehold,,1000000.0,2018-09-18,
147,"Flat 810 Peninsula Apartments, 4 Praed Street, London, W2 1JJ",Non-Newbuild,,Flat,,,Leasehold,,1350000.0,2018-09-18,
148,"86a Venner Road, London, SE26 5HP",Non-Newbuild,highway,Semi Detached,0.51,51.4229404,Freehold,-0.055164,299995.0,2018-09-18,residential
149,"Flat 16 Priory Grove School, 10 Priory Grove, London, SW8 2PH",Non-Newbuild,,Flat,,,Leasehold,,645000.0,2018-09-18,
150,"Flat 66 Bawley Court, 1 Magellan Boulevard, London, E16 2FU",Non-Newbuild,,Flat,,,Leasehold,,301000.0,2018-09-18,
151,"151 Sydney Road, London, N10 2NL",Non-Newbuild,highway,,0.385,51.5889465,Freehold,-0.106223222398,250000.0,2018-09-18,footway
152,"3 Mcdowall Road, London, SE5 9LD",Non-Newbuild,highway,Terraced,0.51,51.4734974,Freehold,-0.0991796,800000.0,2018-09-18,residential
153,"School House Stroud Crescent, London, SW15 3EQ",Non-Newbuild,highway,,0.51,51.4367516,Freehold,-0.2451003,3000000.0,2018-09-18,residential
154,"10 Hamlet Road, London, SE19 2AW",Non-Newbuild,building,Flat,0.621,51.4156466,Freehold,-0.0734535912698,950000.0,2018-09-18,yes
155,"95 Capel Road, London, E7 0JS",Non-Newbuild,highway,,0.51,51.5542927,Leasehold,0.0276399,375000.0,2018-09-18,tertiary
156,"22 Ashcombe Street, London, SW6 3AN",Non-Newbuild,highway,Terraced,0.51,51.4706313,Freehold,-0.1921625,1275000.0,2018-09-18,residential
157,"42 Ankerdine Crescent, Shooters Hill, London, SE18 3LQ",Non-Newbuild,highway,Terraced,0.71,51.4722541,Freehold,0.0656709,390000.0,2018-09-18,residential
158,"Chestergate House Vauxhall Bridge Road, London, SW1V 1HD",Non-Newbuild,,,,,Freehold,,175000000.0,2018-09-18,
159,"14 Waldstock Road, London, SE28 8SF",Non-Newbuild,highway,Terraced,0.61,51.5048514,Freehold,0.1073577,313000.0,2018-09-18,residential
160,"Flat 4 Kelvedon House Guildford Road, London, SW8 2DN",Non-Newbuild,,Flat,,,Leasehold,,235000.0,2018-09-18,
161,"31 Wilton Avenue, London, W4 2HX",Non-Newbuild,highway,Terraced,0.61,51.4893842,Freehold,-0.2537957,1385000.0,2018-09-17,residential
162,"Flat 4 Cornerways, 1 Daylesford Avenue, London, SW15 5QP",Non-Newbuild,,Flat,,,Leasehold,,528000.0,2018-09-17,
163,"Flat 84 Malford Court The Drive, London, E18 2HT",Non-Newbuild,,Flat,,,Leasehold,,380000.0,2018-09-17,
164,"59 Hazlewell Road, London, SW15 6UT",Non-Newbuild,highway,Semi Detached,0.51,51.459432,Freehold,-0.2271502,2500000.0,2018-09-17,residential
165,"33 Pollards Hill West, London, SW16 4NU",Non-Newbuild,highway,Detached,0.61,51.4021908,Freehold,-0.1244888,666800.0,2018-09-17,residential
166,"217a Well Street, London, E9 6QU",Non-Newbuild,highway,Flat,0.61,51.5433086,Leasehold,-0.0476794,560000.0,2018-09-17,tertiary
167,"10 Chalford Court Putney Hill, London, SW15 6QR",Non-Newbuild,,Flat,,,Leasehold,,617500.0,2018-09-17,
168,"45 Gore Road, London, SW20 8JN",Non-Newbuild,building,Terraced,0.621,51.4076442,Freehold,-0.228660905767,715000.0,2018-09-17,yes
169,"28 Egerton Crescent, London, SW3 2EB",Non-Newbuild,highway,Terraced,0.61,51.4952295,Freehold,-0.1675573,8000000.0,2018-09-17,residential
170,"116 Harold Road, Chingford, London, E4 9SW",Non-Newbuild,highway,Terraced,0.63,51.6204673,Freehold,-0.0049013,490000.0,2018-09-17,residential
171,"10 Torbay Road, London, NW6 7DY",Non-Newbuild,building,Terraced,0.521,51.5412157,Freehold,-0.203431337569,1230000.0,2018-09-17,yes
172,"Flat 4 71 Holland Park, London, W11 3SL",Non-Newbuild,,Flat,,,Leasehold,,1688000.0,2018-09-17,
173,"15 Esther Road, London, E11 1JB",Non-Newbuild,highway,Terraced,0.52,51.5729588,Freehold,0.009288,618100.0,2018-09-17,residential
174,"Flat 3 Derby Court Derby Road, London, E18 2PT",Non-Newbuild,,Flat,,,Leasehold,,300000.0,2018-09-17,
175,"Flat 2 Theodor Court, 1 Nobel Close, London, NW9 5TF",Non-Newbuild,,Flat,,,Leasehold,,389500.0,2018-09-17,
176,"4 Oakhurst Gardens, London, E4 6BQ",Non-Newbuild,highway,Semi Detached,0.41,51.5852504,Freehold,0.0092547,805000.0,2018-09-17,residential
177,"8 Claremont Court Queensway, London, W2 5HX",Non-Newbuild,,Flat,,,Leasehold,,548000.0,2018-09-17,
178,"33 Brunswick Road, London, E10 6RP",Non-Newbuild,highway,Flat,0.61,51.5669123,Leasehold,-0.0085023,425100.0,2018-09-17,residential
179,"52 Garner Road, London, E17 4HQ",Non-Newbuild,place,Terraced,0.531,51.5981412164,Freehold,-0.00780068196721,485000.0,2018-09-17,house
180,"Flat 4 66 Hornsey Rise, London, N19 3SQ",Non-Newbuild,,Flat,,,Leasehold,,500000.0,2018-09-17,
181,"17 Victoria Park Square, London, E2 9PB",Non-Newbuild,building,Terraced,0.621,51.5286282,Freehold,-0.0535780516849,3400000.0,2018-09-17,yes
182,"21 Cissbury Ring North, London, N12 7AL",Non-Newbuild,highway,Semi Detached,0.61,51.6172715,Freehold,-0.1950061,865000.0,2018-09-17,residential
183,"4 Garnham Close, London, N16 7LF",Non-Newbuild,highway,Flat,0.51,51.5624773,Leasehold,-0.071842,456000.0,2018-09-17,residential
184,"22 Summerlee Gardens, London, N2 9QN",Non-Newbuild,highway,Terraced,0.61,51.5876348,Freehold,-0.1607963,1190000.0,2018-09-17,residential
185,"Flat 15 Kingswood Court, 175 Chingford Mount Road, London, E4 8LL",Non-Newbuild,,Flat,,,Leasehold,,175000.0,2018-09-17,
186,"2 Strand School Approach, London, W4 3RN",Non-Newbuild,highway,Terraced,0.585,51.4868598,Freehold,-0.2809332,750000.0,2018-09-17,service
187,"Flat 7 29 Batoum Gardens, London, W6 7QB",Non-Newbuild,,Flat,,,Leasehold,,388000.0,2018-09-17,
188,"56 Leslie Road, East Finchley, London, N2 8BJ",Non-Newbuild,highway,Flat,0.62,51.5931234,Leasehold,-0.169714,455000.0,2018-09-17,residential
189,"Lower Ground Floor Flat 173 Goldhurst Terrace, London, NW6 3ES",Non-Newbuild,,Flat,,,Leasehold,,1100000.0,2018-09-17,
190,"40 Chris Pullen Way, London, N7 9FG",Non-Newbuild,,Flat,,,Leasehold,,236000.0,2018-09-17,
191,"Flat 28 Chiltern Place, 66 Chiltern Street, London, W1U 4EJ",Newbuild,,Flat,,,Leasehold,,1000000.0,2018-09-17,
192,"Flat 1 4 Roland Gardens, London, SW7 3PH",Non-Newbuild,highway,Flat,0.51,51.4890702,Leasehold,-0.1799172,1300000.0,2018-09-17,residential
193,"38 Braemar Gardens, London, NW9 5LB",Non-Newbuild,highway,Semi Detached,0.61,51.6005851,Freehold,-0.2552783,570000.0,2018-09-17,residential
194,"Flat 2 Atherstone House, 69a Gloucester Road, London, SW7 4QN",Non-Newbuild,,Flat,,,Leasehold,,1200000.0,2018-09-17,
195,"17 Sutherland Road, London, N9 7QE",Non-Newbuild,place,Terraced,0.421,51.5905384216,Freehold,-0.0350038204667,360000.0,2018-09-17,house
196,"48 Cheyne Court, London, SW3 5TS",Non-Newbuild,,Flat,,,Leasehold,,2350000.0,2018-09-17,
197,"Flat 3 82 Marchmont Street, London, WC1N 1AG",Non-Newbuild,,Flat,,,Leasehold,,575000.0,2018-09-17,
198,"63 Foxbourne Road, Balham, London, SW17 8EN",Non-Newbuild,place,Flat,0.631,51.439398125,Leasehold,-0.152912191667,701000.0,2018-09-17,house
199,"29 Cranley Gardens, London, SW7 3BD",Non-Newbuild,highway,Flat,0.51,51.4894172,Leasehold,-0.1785934,2000000.0,2018-09-17,residential
200,"Flat 4 33 Talfourd Road, London, SE15 5PA",Non-Newbuild,,Flat,,,Leasehold,,573000.0,2018-09-17,
201,"7 Coombe Road, London, W4 2HR",Non-Newbuild,highway,Terraced,0.61,51.4900789,Freehold,-0.2536155,850000.0,2018-09-17,residential
202,"10 Kenwyn Road, London, SW4 7LH",Non-Newbuild,highway,,0.51,51.4626932,Freehold,-0.1325022,2000.0,2018-09-17,residential
203,"18 Colville Road, London, W3 8BL",Non-Newbuild,highway,,0.51,51.4996835,Freehold,-0.2739731,1763000.0,2018-09-17,uncategoryified
204,"Flat 4 Devonshire House, 216 Westferry Road, London, E14 3SA",Non-Newbuild,,Flat,,,Leasehold,,390000.0,2018-09-17,
205,"Shop Unit 1 97 - 107 Southampton Row, London, WC1B 4AG",Non-Newbuild,,,,,Leasehold,,125000.0,2018-09-17,
206,"Flat 26 Point One Apartments Ramsgate Street, London, E8 2NA",Non-Newbuild,,Flat,,,Leasehold,,152000.0,2018-09-17,
207,"Flat 2 18 - 20 Sturge Avenue, London, E17 4LQ",Non-Newbuild,,Flat,,,Leasehold,,323875.0,2018-09-17,
208,"110 Fairlop Road, Leytonstone, London, E11 1BW",Non-Newbuild,place,Flat,0.631,51.5686496538,Leasehold,0.0061941,330000.0,2018-09-17,house
209,"32a Hurstbourne Road, London, SE23 2AB",Non-Newbuild,highway,Flat,0.51,51.4401044,Leasehold,-0.0385265,475000.0,2018-09-17,residential
210,"Apartment 1505 8 Walworth Road, London, SE1 6EG",Non-Newbuild,,Flat,,,Leasehold,,585000.0,2018-09-17,
211,"23a Trentham Street, London, SW18 5AS",Non-Newbuild,highway,Flat,0.51,51.4425161,Leasehold,-0.2002201,748000.0,2018-09-17,residential
212,"Admiral House, 1 Hospital Way, London, SE13 6UF",Non-Newbuild,,Flat,,,Leasehold,,300000.0,2018-09-17,
213,"Flat 11 Claremont, 14 - 16 St Johns Avenue, London, SW15 2AB",Non-Newbuild,,Flat,,,Leasehold,,650000.0,2018-09-17,
214,"Flat 45 Melbreak House East Dulwich Estate, London, SE22 8AL",Non-Newbuild,,Flat,,,Leasehold,,300000.0,2018-09-17,
215,"Flat 26 Longleigh House Peckham Road, London, SE5 8UW",Non-Newbuild,,Flat,,,Leasehold,,350000.0,2018-09-17,
216,"2h Leyland Road, London, SE12 8DU",Non-Newbuild,highway,Flat,0.51,51.4520366,Leasehold,0.0144377,223500.0,2018-09-17,residential
217,"Flat 20 Mermaid Court Rotherhithe Street, London, SE16 5UB",Non-Newbuild,,Flat,,,Leasehold,,495000.0,2018-09-17,
218,"Flat 36 5 Tidemill Square, London, SE10 0UE",Non-Newbuild,,Flat,,,Leasehold,,637500.0,2018-09-17,
219,"Orchard House, 4 Grosvenor Hill, London, SW19 4RY",Non-Newbuild,,Semi Detached,,,Freehold,,3400000.0,2018-09-17,
220,"69 Portway, London, E15 3QJ",Non-Newbuild,building,,0.441,51.5373625,Leasehold,0.0120322332346,4000.0,2018-09-17,yes
221,"Flat 82 Adriatic Apartments, 20 Western Gateway, London, E16 1BT",Non-Newbuild,,Flat,,,Leasehold,,615000.0,2018-09-14,
222,"45 Shillingford Close, London, NW7 1HQ",Non-Newbuild,highway,Flat,0.51,51.607517,Leasehold,-0.2130972,425000.0,2018-09-14,residential
223,"46 Mafeking Avenue, London, E6 3BH",Non-Newbuild,highway,Terraced,0.61,51.531542,Freehold,0.0456663,360000.0,2018-09-14,residential
224,"10 Bedwell Road, London, N17 7AH",Non-Newbuild,highway,Terraced,0.61,51.6005676,Freehold,-0.0788432,390000.0,2018-09-14,residential
225,"Flat 13 Olympian Court, 720 Wick Lane, London, E3 2PU",Non-Newbuild,,Flat,,,Leasehold,,266500.0,2018-09-14,
226,"20a Devonport Road, London, W12 8NY",Non-Newbuild,highway,Flat,0.52,51.5031669,Leasehold,-0.2306144,420000.0,2018-09-14,residential
227,"155 Mornington Road, Leytonstone, London, E11 3DT",Non-Newbuild,highway,Terraced,0.72,51.5659694,Freehold,0.0135066,810000.0,2018-09-14,residential
228,"Flat 1 40 Hammersmith Grove, London, W6 7HA",Non-Newbuild,highway,Flat,0.61,51.4958093,Leasehold,-0.2266855,767000.0,2018-09-14,residential
229,"16a Packington Street, London, N1 8QB",Non-Newbuild,highway,Terraced,0.52,51.536868,Leasehold,-0.0985681,1200000.0,2018-09-14,tertiary
230,"Flat 16 Manor Court Lodge, 175 High Road, South Woodford, London, E18 2PD",Non-Newbuild,,Flat,,,Leasehold,,240000.0,2018-09-14,
